city,lat,lng,country,code,population
Yining,43.9,81.35,China,CHN,403489
Taubate,-23.0195,-45.56,Brazil,BRA,403560
Chattanooga,35.0657,-85.2488,United States,USA,403618
Zanzibar,-6.16,39.2,Tanzania,TZA,403658
Kitwe,-12.81,28.22,Zambia,ZMB,404901
Tanta,30.7904,31,Egypt,EGY,404901
Murcia,37.98,-1.13,Spain,ESP,406807
Syracuse,43.0409,-76.1438,United States,USA,407208
Szczecin,53.4204,14.53,Poland,POL,407811
Ipatinga,-19.4796,-42.52,Brazil,BRA,407894
Oshogbo,7.7704,4.56,Nigeria,NGA,408245
Jeju,33.5101,126.5219,"Korea, South",KOR,408364
Al Ayn,24.2305,55.74,United Arab Emirates,ARE,408733
Metz,49.1203,6.18,France,FRA,409186
Oujda,34.69,-1.91,Morocco,MAR,409391
Kursk,51.74,36.19,Russia,RUS,409431
Xuanhua,40.5944,115.0243,China,CHN,409745
Maturin,9.75,-63.17,Venezuela,VEN,410972
Nha Trang,12.25,109.17,Vietnam,VNM,411556
Winston-Salem,36.1029,-80.261,United States,USA,412490
Huancayo,-12.08,-75.2,Peru,PER,412733
Gifu,35.4231,136.7628,Japan,JPN,412895
Magnitogorsk,53.4227,58.98,Russia,RUS,413351
Ardabil,38.25,48.3,Iran,IRN,414603
Meizhou,24.3005,116.12,China,CHN,414930
Middlesbrough,54.5804,-1.23,United Kingdom,GBR,416042
Kitchener,43.45,-80.5,Canada,CAN,417001
Campina Grande,-7.23,-35.88,Brazil,BRA,417261
Luohe,33.57,114.03,China,CHN,417356
Sukkur,27.7136,68.8486,Pakistan,PAK,417767
Kolwezi,-10.7167,25.4724,Congo (Kinshasa),COD,418000
Oakland,37.7903,-122.2165,United States,USA,420005
Asyut,27.19,31.1799,Egypt,EGY,420585
Akure,7.2504,5.2,Nigeria,NGA,420594
Erzurum,39.9204,41.29,Turkey,TUR,420691
Ivanovo,57.01,41.01,Russia,RUS,420839
Ibague,4.4389,-75.2322,Colombia,COL,421685
Port Saint Lucie,27.2795,-80.3882,United States,USA,422966
Gaya,24.8,85,India,IND,423692
Bratislava,48.15,17.117,Slovakia,SVK,423737
Batangas,13.7817,121.0217,Philippines,PHL,424508
Chaozhou,23.68,116.63,China,CHN,424787
Kurnool,15.83,78.03,India,IND,424920
Heidelberg,49.42,8.7,Germany,DEU,426590
Bengkulu,-3.8,102.27,Indonesia,IDN,426673
Bournemouth,50.73,-1.9,United Kingdom,GBR,426945
Reno,39.5487,-119.8486,United States,USA,427007
Bryansk,53.26,34.43,Russia,RUS,427236
Villahermosa,18,-92.9,Mexico,MEX,428564
Santa Marta,11.2472,-74.2017,Colombia,COL,431781
Welkom,-27.97,26.73,South Africa,ZAF,431944
Katsina,12.9904,7.6,Nigeria,NGA,432149
Denton,33.2165,-97.1411,United States,USA,432200
San Luis,-33.3,-66.35,Argentina,ARG,432310
Spanish Town,17.9833,-76.95,Jamaica,JAM,432704
Likasi,-10.97,26.78,Congo (Kinshasa),COD,434408
Kaliningrad,54.7,20.4973,Russia,RUS,434954
Madison,43.0809,-89.3921,United States,USA,434967
Pohang,36.0209,129.3715,"Korea, South",KOR,435266
Nagasaki,32.765,129.885,Japan,JPN,435455
Tuticorin,8.82,78.13,India,IND,436094
Bukavu,-2.51,28.84,Congo (Kinshasa),COD,436779
Garoua,9.3,13.39,Cameroon,CMR,436899
Khomeini Shahr,32.7004,51.47,Iran,IRN,437138
Guangyuan,32.43,105.87,China,CHN,437435
Khujand,40.29,69.6199,Tajikistan,TJK,437684
Nantes,47.2104,-1.59,France,FRA,438537
San Cristobal,7.77,-72.25,Venezuela,VEN,438798
Mawlamyine,16.5004,97.67,Burma,MMR,438861
Harrisburg,40.2752,-76.8843,United States,USA,438995
Strasbourg,48.58,7.75,France,FRA,439972
Wakayama,34.2231,135.1677,Japan,JPN,440006
Foz do Iguacu,-25.5235,-54.53,Brazil,BRA,440455
Cabimas,10.43,-71.45,Venezuela,VEN,441094
Portsmouth,50.8003,-1.08,United Kingdom,GBR,442252
Wuzhou,23.48,111.32,China,CHN,442315
Little Rock,34.7255,-92.3584,United States,USA,442554
Tokushima,34.0674,134.5525,Japan,JPN,443760
Gent,51.03,3.7,Belgium,BEL,444336
Bamenda,5.96,10.15,Cameroon,CMR,445299
Bellary,15.15,76.915,India,IND,445388
Balikpapan,-1.25,116.83,Indonesia,IDN,445905
Ado Ekiti,7.6304,5.22,Nigeria,NGA,446749
Cheboksary,56.13,47.25,Russia,RUS,446781
San Juan,-31.55,-68.52,Argentina,ARG,447048
Baguio City,16.43,120.5699,Philippines,PHL,447824
Oita,33.2432,131.5979,Japan,JPN,448907
Chlef,36.1704,1.32,Algeria,DZA,449167
Xuchang,34.0204,113.82,China,CHN,449258
Chengde,40.9604,117.93,China,CHN,449325
Sanliurfa,37.17,38.795,Turkey,TUR,449549
Belfast,54.6,-5.96,United Kingdom,GBR,450406
Qitaihe,45.8,130.85,China,CHN,450617
Oshawa,43.88,-78.85,Canada,CAN,450963
An Nasiriyah,31.0429,46.2676,Iraq,IRQ,451547
Qaraghandy,49.885,73.115,Kazakhstan,KAZ,451800
Manado,1.48,124.85,Indonesia,IDN,451893
Luhansk,48.5698,39.3344,Ukraine,UKR,452000
Xalapa,19.53,-96.92,Mexico,MEX,452186
Sunderland,54.92,-1.38,United Kingdom,GBR,452934
Sfax,34.75,10.72,Tunisia,TUN,453050
Hengshui,37.72,115.7,China,CHN,456356
Volta Redonda,-22.5196,-44.095,Brazil,BRA,456362
Jambi,-1.59,103.61,Indonesia,IDN,457090
Durango,24.0311,-104.67,Mexico,MEX,457140
Jingdezhen,29.2704,117.18,China,CHN,457298
Kirov,58.5901,49.67,Russia,RUS,457437
Leicester,52.63,-1.1332,United Kingdom,GBR,457983
Mazar-e Sharif,36.7,67.1,Afghanistan,AFG,458151
Iquitos,-3.75,-73.25,Peru,PER,458729
Cranbourne,-38.0996,145.2834,Australia,AUS,460491
Hamah,35.1503,36.73,Syria,SYR,460602
Naberezhnyye Chelny,55.7,52.3199,Russia,RUS,461086
Bandar-e-Abbas,27.2041,56.2721,Iran,IRN,461499
Panzhihua,26.55,101.73,China,CHN,461513
Malatya,38.3704,38.3,Turkey,TUR,461574
Calabar,4.9604,8.33,Nigeria,NGA,461796
Greenville,34.8364,-82.3649,United States,USA,462640
Bloemfontein,-29.12,26.2299,South Africa,ZAF,463064
Qazvin,36.27,50,Iran,IRN,464551
Iligan,8.1712,124.2154,Philippines,PHL,464599
Shymkent,42.32,69.595,Kazakhstan,KAZ,465392
Piraievs,37.95,23.7,Greece,GRC,466065
Izmit,40.776,29.9306,Turkey,TUR,466504
Udaipur,24.6,73.73,India,IND,469737
Long Beach,33.8059,-118.161,United States,USA,470130
Juiz de Fora,-21.77,-43.375,Brazil,BRA,470193
Chaoyang,41.5504,120.42,China,CHN,470296
Jiaojing,28.6804,121.45,China,CHN,471500
Staten Island,40.5834,-74.1496,United States,USA,476015
Murrieta,33.572,-117.1909,United States,USA,476630
Des Moines,41.5725,-93.6104,United States,USA,476689
Nazret,8.55,39.27,Ethiopia,ETH,476892
Kemerovo,55.34,86.09,Russia,RUS,477090
Sialkote,32.52,74.56,Pakistan,PAK,477396
Yazd,31.9201,54.37,Iran,IRN,477905
Ostrava,49.8304,18.25,Czechia,CZE,478963
Dhule,20.9,74.77,India,IND,479073
Americana,-22.7499,-47.33,Brazil,BRA,479472
Zhaoqing,23.0504,112.45,China,CHN,480000
Homyel,52.43,31,Belarus,BLR,480951
Herat,34.33,62.17,Afghanistan,AFG,481009
Tuxtla Gutierrez,16.75,-93.15,Mexico,MEX,481128
Mariupol,47.0962,37.5562,Ukraine,UKR,481626
Shah Alam,3.0667,101.55,Malaysia,MYS,481654
Feira de Santana,-12.25,-38.97,Brazil,BRA,481911
Wichita,37.6894,-97.344,United States,USA,482205
Ife,7.4804,4.56,Nigeria,NGA,482365
Palm Bay,27.9861,-80.6628,United States,USA,483098
Bhatpara,22.8504,88.52,India,IND,483129
Gulbarga,17.35,76.82,India,IND,483615
Mesa,33.4016,-111.718,United States,USA,484587
Saharanpur,29.97,77.55,India,IND,484873
Bologna,44.5004,11.34,Italy,ITA,488172
Yanji,42.8823,129.5128,China,CHN,488740
Beni Suef,29.0804,31.09,Egypt,EGY,489450
Tula,54.2,37.6299,Russia,RUS,489486
Santa Fe,-31.6239,-60.69,Argentina,ARG,489505
Port Sudan,19.6158,37.2164,Sudan,SDN,489725
Toledo,41.6639,-83.582,United States,USA,492237
Wuwei,37.928,102.641,China,CHN,493092
Mwanza,-2.52,32.93,Tanzania,TZA,493944
Skopje,42,21.4335,Macedonia,MKD,494087
Worcester,42.2705,-71.8079,United States,USA,495856
Douma,33.5833,36.4,Syria,SYR,496145
Shahrisabz,39.0618,66.8315,Uzbekistan,UZB,498545
Reynosa,26.08,-98.3,Mexico,MEX,498654
Macapa,0.033,-51.05,Brazil,BRA,499166
Mataram,-8.5795,116.135,Indonesia,IDN,499409
Mazatlan,29.0171,-110.1333,Mexico,MEX,500000
Awka,6.2104,7.07,Nigeria,NGA,500000
San Lorenzo,-25.34,-57.52,Paraguay,PRY,500000
Taoyuan,24.9889,121.3111,Taiwan,TWN,500000
Chiayi,23.4755,120.4351,Taiwan,TWN,500000
Keelung,25.1333,121.7333,Taiwan,TWN,500000
Thai Nguyen,21.6,105.83,Vietnam,VNM,500000
Shuangyashan,46.6704,131.35,China,CHN,500000
El Minya,28.09,30.75,Egypt,EGY,500000
Damanhur,31.0504,30.47,Egypt,EGY,500000
Pasuruan,-7.6296,112.9,Indonesia,IDN,500000
Tsu,34.7171,136.5167,Japan,JPN,500000
Bari,41.1142,16.8728,Italy,ITA,500577
Provo,40.2458,-111.6457,United States,USA,501690
Bradford,53.8,-1.75,United Kingdom,GBR,501700
Astrakhan,46.3487,48.055,Russia,RUS,502533
Brighton,50.8303,-0.17,United Kingdom,GBR,503008
Akola,20.71,77.01,India,IND,503502
Annaba,36.92,7.76,Algeria,DZA,503524
Pingtung,22.6817,120.4817,Taiwan,TWN,503530
Vina del Mar,-33.03,-71.54,Chile,CHL,503534
Davangere,14.47,75.92,India,IND,503564
Arak,34.0804,49.7,Iran,IRN,503647
Tlaxcala,19.32,-98.23,Mexico,MEX,503878
Edinburgh,55.9483,-3.2191,United Kingdom,GBR,504966
Jundiai,-23.2,-46.88,Brazil,BRA,505548
Kota Baharu,6.12,102.23,Malaysia,MYS,505583
Liaoyuan,42.9,125.13,China,CHN,506548
Bukittinggi,-0.3031,100.3615,Indonesia,IDN,506964
Gliwice,50.3304,18.67,Poland,POL,507670
Suez,30.005,32.5499,Egypt,EGY,508335
Karbala,32.6149,44.0245,Iraq,IRQ,510692
Mykolayiv,46.9677,31.9843,Ukraine,UKR,510840
Blida,36.4203,2.83,Algeria,DZA,511348
Penza,53.18,45,Russia,RUS,512602
Salta,-24.7834,-65.4166,Argentina,ARG,512686
Ujjain,23.1904,75.79,India,IND,513350
Banda Aceh,5.55,95.32,Indonesia,IDN,513698
Eskisehir,39.795,30.53,Turkey,TUR,514869
Siliguri,26.7204,88.455,India,IND,515574
Lipetsk,52.62,39.64,Russia,RUS,515655
Tyumen,57.14,65.53,Russia,RUS,519119
Bello,6.33,-75.57,Colombia,COL,519670
Shashi,30.32,112.23,China,CHN,520000
Ryazan,54.62,39.72,Russia,RUS,520173
Londrina,-23.3,-51.18,Brazil,BRA,520238
Jian,27.1304,115,China,CHN,520248
Gold Coast,-28.0815,153.4482,Australia,AUS,527660
Kota Kinabalu,5.98,116.11,Malaysia,MYS,527671
Cangzhou,38.3204,116.87,China,CHN,527681
Hamadan,34.796,48.515,Iran,IRN,528256
Trablous,34.42,35.87,Lebanon,LBN,530000
Guntur,16.33,80.45,India,IND,530577
Beira,-19.82,34.87,Mozambique,MOZ,530604
Oaxaca,17.0827,-96.6699,Mexico,MEX,530728
Jiangmen,22.5804,113.08,China,CHN,532419
Rouen,49.4304,1.08,France,FRA,532559
Matsuyama,33.8455,132.7658,Japan,JPN,533541
Linxia,35.6,103.2,China,CHN,534555
Tomsk,56.495,84.975,Russia,RUS,535479
Otsu,35.0064,135.8674,Japan,JPN,536976
Goteborg,57.75,12,Sweden,SWE,537797
Matamoros,25.88,-97.5,Mexico,MEX,538785
Al Ladhiqiyah,35.54,35.78,Syria,SYR,539147
Novokuznetsk,53.75,87.115,Russia,RUS,539616
Yangzhou,32.4,119.43,China,CHN,539715
Cancun,21.17,-86.83,Mexico,MEX,542043
Tirunelveli,8.7304,77.69,India,IND,542200
Vilnius,54.6834,25.3166,Lithuania,LTU,542366
Leipzig,51.3354,12.41,Germany,DEU,542529
Sargodha,32.0854,72.675,Pakistan,PAK,542603
Bilaspur,22.0904,82.16,India,IND,543454
Matola,-25.9696,32.46,Mozambique,MOZ,543907
Kashgar,39.4763,75.9699,China,CHN,543914
Hisar,29.17,75.725,India,IND,544829
Jiujiang,29.73,115.98,China,CHN,545616
Puerto la Cruz,10.17,-64.68,Venezuela,VEN,546616
Tabuk,28.3838,36.555,Saudi Arabia,SAU,547957
Malaga,36.7204,-4.42,Spain,ESP,550058
Orenburg,51.78,55.11,Russia,RUS,550204
Kanazawa,36.56,136.64,Japan,JPN,551249
Ribeirao Preto,-21.17,-47.83,Brazil,BRA,551267
Kenitra,34.2704,-6.58,Morocco,MAR,551786
Bahawalpur,29.39,71.675,Pakistan,PAK,552607
Bristol,51.45,-2.5833,United Kingdom,GBR,553528
Uyo,5.008,7.85,Nigeria,NGA,554906
Bhavnagar,21.7784,72.13,India,IND,554978
Makhachkala,42.98,47.5,Russia,RUS,554981
Surakarta,-7.565,110.825,Indonesia,IDN,555308
Kagoshima,31.586,130.5611,Japan,JPN,555352
Siping,43.17,124.33,China,CHN,555609
Santiago de Cuba,20.025,-75.8213,Cuba,CUB,555865
Mar del Plata,-38,-57.58,Argentina,ARG,555897
Weihai,37.5,122.1,China,CHN,560255
Tongling,30.9504,117.78,China,CHN,562832
Sorocaba,-23.49,-47.47,Brazil,BRA,563281
New Haven,41.3112,-72.9245,United States,USA,563460
Uberlandia,-18.9,-48.28,Brazil,BRA,563536
Manama,26.2361,50.5831,Bahrain,BHR,563920
Binjai,3.6204,98.5001,Indonesia,IDN,564979
Akron,41.0802,-81.5219,United States,USA,565311
Bouake,7.69,-5.03,C����,CIV,567481
Bakersfield,35.3528,-119.0354,United States,USA,567585
Macau,22.203,113.545,Macau,MAC,568700
Pereira,4.8104,-75.68,Colombia,COL,568750
Niigata,37.92,139.04,Japan,JPN,569797
Shuozhou,39.3004,112.42,China,CHN,570000
Kuching,1.53,110.33,Malaysia,MYS,570407
Columbia,34.0366,-80.9043,United States,USA,571249
Ogden,41.2281,-111.9677,United States,USA,571457
Shihezi,44.3,86.0299,China,CHN,573182
Quetzaltenango,14.83,-91.52,Guatemala,GTM,575263
Bikaner,28.0304,73.3299,India,IND,576015
Urmia,37.53,45,Iran,IRN,577307
Kerman,30.3,57.08,Iran,IRN,577514
Libreville,0.3854,9.458,Gabon,GAB,578156
Kisangani,0.52,25.22,Congo (Kinshasa),COD,578470
Veracruz,19.1773,-96.16,Mexico,MEX,578963
Khabarovsk,48.455,135.12,Russia,RUS,579000
Hachioji,35.6577,139.3261,Japan,JPN,579399
Cuttack,20.47,85.8899,India,IND,580000
Anqing,30.5,117.05,China,CHN,580497
Knoxville,35.969,-83.9498,United States,USA,581787
Blantyre,-15.79,34.9899,Malawi,MWI,584877
Irkutsk,52.32,104.245,Russia,RUS,586695
Vladivostok,43.13,131.91,Russia,RUS,587022
Dortmund,51.53,7.45,Germany,DEU,588462
Baton Rouge,30.4422,-91.1314,United States,USA,589675
Ajmer,26.45,74.64,India,IND,589985
Samarinda,-0.5,117.15,Indonesia,IDN,592228
Kayseri,38.735,35.49,Turkey,TUR,592840
Abeokuta,7.1604,3.35,Nigeria,NGA,593100
Vinh,18.7,105.68,Vietnam,VNM,593645
Nagano,36.65,138.17,Japan,JPN,594311
Rasht,37.3,49.63,Iran,IRN,594590
Al Hillah,23.4895,46.7564,Saudi Arabia,SAU,594605
Al Hillah,32.4721,44.4217,Iraq,IRQ,594605
Chandrapur,19.97,79.3,India,IND,595118
Grand Rapids,42.9615,-85.6557,United States,USA,595467
Port Louis,-20.1666,57.5,Mauritius,MUS,595491
Hermosillo,29.0989,-110.9541,Mexico,MEX,595811
Albany,42.6664,-73.7987,United States,USA,596419
Chiclayo,-6.7629,-79.8366,Peru,PER,596792
Jalalabad,34.4415,70.4361,Afghanistan,AFG,597971
Zahedan,29.5,60.83,Iran,IRN,598887
Barnaul,53.355,83.745,Russia,RUS,599579
Canoas,-29.92,-51.18,Brazil,BRA,600000
El Mansura,31.0504,31.38,Egypt,EGY,600000
Sohag,26.5504,31.7,Egypt,EGY,600000
Barcelona,10.1304,-64.72,Venezuela,VEN,600954
Sangli,16.8604,74.575,India,IND,601214
Kirkuk,35.4722,44.3923,Iraq,IRQ,601433
Mission Viejo,33.6095,-117.655,United States,USA,602851
Abu Dhabi,24.4667,54.3666,United Arab Emirates,ARE,603492
Bandjarmasin,-3.33,114.5801,Indonesia,IDN,603576
Constantine,36.36,6.5999,Algeria,DZA,605179
Yaroslavl,57.62,39.87,Russia,RUS,606730
Pontianak,-0.03,109.32,Indonesia,IDN,607311
Belgaum,15.865,74.505,India,IND,608756
Luxor,25.7,32.65,Egypt,EGY,609248
Samsun,41.28,36.3437,Turkey,TUR,609339
Xiangtai,37.05,114.5,China,CHN,611739
Taizhou,32.4904,119.9,China,CHN,612356
Palu,-0.907,119.833,Indonesia,IDN,612445
Charleston,32.8137,-79.9643,United States,USA,613847
Changping,40.2248,116.1944,China,CHN,614821
Wiesbaden,50.0804,8.25,Germany,DEU,617126
Dresden,51.05,13.75,Germany,DEU,617515
Cape Coral,26.644,-81.9961,United States,USA,617896
Southend-on-Sea,51.55,0.72,United Kingdom,GBR,618386
Asmara,15.3333,38.9333,Eritrea,ERI,620802
Bannu,32.989,70.5986,Pakistan,PAK,622419
Nanded,19.17,77.3,India,IND,623708
Bur Said,31.26,32.29,Egypt,EGY,623864
Poznan,52.4058,16.8999,Poland,POL,623997
Quebec,46.84,-71.2456,Canada,CAN,624177
Colorado Springs,38.8673,-104.7605,United States,USA,624789
Springfield,42.1155,-72.5395,United States,USA,625300
Raurkela,22.2304,84.83,India,IND,625831
Zhuozhou,39.5401,115.79,China,CHN,628000
Izhevsk,56.85,53.23,Russia,RUS,631038
Winnipeg,49.883,-97.166,Canada,CAN,632063
Wroclaw,51.1104,17.03,Poland,POL,634893
Yogyakarta,-7.78,110.375,Indonesia,IDN,636660
Al Hufuf,25.3487,49.5856,Saudi Arabia,SAU,637389
Kikwit,-5.03,18.85,Congo (Kinshasa),COD,637736
Utrecht,52.1003,5.12,Netherlands,NLD,640000
Ulyanovsk,54.33,48.41,Russia,RUS,640680
Morelia,19.7334,-101.1895,Mexico,MEX,644306
Diyarbakir,37.9204,40.23,Turkey,TUR,644763
Lilongwe,-13.9833,33.7833,Malawi,MWI,646750
Genoa,44.41,8.93,Italy,ITA,647497
Zaragoza,41.65,-0.89,Spain,ESP,649404
Concord,37.9722,-122.0016,United States,USA,649437
Krasnodar,45.02,39,Russia,RUS,649851
Andijon,40.79,72.34,Uzbekistan,UZB,650000
Tiruppur,11.0804,77.33,India,IND,650000
Irbid,32.55,35.85,Jordan,JOR,650000
Kryvyy Rih,47.9283,33.345,Ukraine,UKR,652380
Zhanyi,25.6005,103.8166,China,CHN,652604
Bien Hoa,10.97,106.8301,Vietnam,VNM,652646
Shimoga,13.9304,75.56,India,IND,654055
Ismailia,30.5903,32.26,Egypt,EGY,656135
At Taif,21.2622,40.3823,Saudi Arabia,SAU,657282
Pointe-Noire,-4.77,11.88,Congo (Brazzaville),COG,659084
Bytom,50.35,18.91,Poland,POL,662247
Santo Andre,-23.6528,-46.5278,Brazil,BRA,662373
Sao Jose dos Pinhais,-25.57,-49.18,Brazil,BRA,665063
An Najaf,32.0003,44.3354,Iraq,IRQ,665552
Puyang,35.7004,114.98,China,CHN,666322
Utsunomiya,36.55,139.87,Japan,JPN,667752
Chongjin,41.7846,129.79,"Korea, North",PRK,672614
Ipoh,4.6,101.065,Malaysia,MYS,673318
Tulsa,36.1284,-95.9037,United States,USA,674211
Gorakhpur,26.7504,83.38,India,IND,674246
Catania,37.5,15.08,Italy,ITA,674542
Nellore,14.44,79.9899,India,IND,678004
Allentown,40.5962,-75.4756,United States,USA,678169
San Pedro Sula,15.5,-88.03,Honduras,HND,680091
Bonn,50.7205,7.08,Germany,DEU,680543
Aracaju,-10.9,-37.12,Brazil,BRA,685356
Huangshi,30.22,115.1,China,CHN,688090
Chisinau,47.005,28.8577,Moldova,MDA,688134
Enugu,6.45,7.5,Nigeria,NGA,688862
Malegaon,20.5604,74.525,India,IND,690844
Fresno,36.7834,-119.7933,United States,USA,690895
La Plata,-34.9096,-57.96,Argentina,ARG,694253
Sarajevo,43.85,18.383,Bosnia And Herzegovina,BIH,696731
Meknes,33.9004,-5.56,Morocco,MAR,697628
Soledad,10.92,-74.77,Colombia,COL,698852
Bulawayo,-20.17,28.58,Zimbabwe,ZWE,699385
Sarasota,27.3391,-82.5439,United States,USA,701487
Shizuoka,34.9858,138.3854,Japan,JPN,701561
Jaboatao,-8.11,-35.02,Brazil,BRA,702621
Tolyatti,53.4804,49.53,Russia,RUS,702879
Changzhi,36.1839,113.1053,China,CHN,706000
Qingyuan,23.7004,113.0301,China,CHN,706717
Samarqand,39.67,66.945,Uzbekistan,UZB,708000
Jeonju,35.8314,127.1404,"Korea, South",KOR,711424
Dehra Dun,30.3204,78.05,India,IND,714223
Rochester,43.1681,-77.6162,United States,USA,714852
Kandahar,31.61,65.6949,Afghanistan,AFG,715542
Acapulco,16.85,-99.916,Mexico,MEX,715584
Lianyungang,34.6004,119.17,China,CHN,715600
Kumamoto,32.8009,130.7006,Japan,JPN,718232
Dayton,39.7798,-84.1999,United States,USA,718772
Shaoguan,24.8,113.58,China,CHN,720266
Moshi,-3.3396,37.34,Tanzania,TZA,721018
Hamilton,43.25,-79.83,Canada,CAN,721053
Cucuta,7.92,-72.52,Colombia,COL,722146
Hannover,52.367,9.7167,Germany,DEU,722490
Zagreb,45.8,16,Croatia,HRV,722526
As Sulaymaniyah,35.5613,45.4309,Iraq,IRQ,723170
Bremen,53.08,8.8,Germany,DEU,724909
Ashgabat,37.95,58.3833,Turkmenistan,TKM,727700
Beihai,21.4804,109.1,China,CHN,728978
Sokoto,13.06,5.24,Nigeria,NGA,732178
Denpasar,-8.65,115.22,Indonesia,IDN,732344
Amravati,20.95,77.77,India,IND,734451
Muscat,23.6133,58.5933,Oman,OMN,734697
Oyo,7.8504,3.93,Nigeria,NGA,736072
Nurnberg,49.45,11.08,Germany,DEU,737304
Ansan,37.3481,126.8595,"Korea, South",KOR,739493
Gdansk,54.36,18.64,Poland,POL,740000
Naga,13.6192,123.1814,Philippines,PHL,741635
Nouakchott,18.0864,-15.9753,Mauritania,MRT,742144
Riga,56.95,24.1,Latvia,LVA,742572
Hegang,47.4,130.37,China,CHN,743307
Ciudad Guayana,8.37,-62.62,Venezuela,VEN,746535
Liege,50.63,5.58,Belgium,BEL,749110
Birmingham,33.5276,-86.7986,United States,USA,749299
Changhua,24.0734,120.5134,Taiwan,TWN,750000
Hsinchu,24.8168,120.9767,Taiwan,TWN,750000
Fargona,40.39,71.78,Uzbekistan,UZB,750000
Namangan,41,71.67,Uzbekistan,UZB,750000
Kolhapur,16.7,74.22,India,IND,750000
Tangier,35.7473,-5.8327,Morocco,MAR,750060
Pietermaritzburg,-29.61,30.39,South Africa,ZAF,750845
Taizz,13.6045,44.0394,Yemen,YEM,751000
Hungnam,39.8231,127.6232,"Korea, North",PRK,751322
Sao Jose dos Campos,-23.2,-45.8799,Brazil,BRA,753769
Vientiane,17.9667,102.6,Laos,LAO,754000
Saltillo,25.42,-101.005,Mexico,MEX,754000
Krakow,50.06,19.96,Poland,POL,756000
Lodz,51.775,19.4514,Poland,POL,758000
Albuquerque,35.1055,-106.6476,United States,USA,759517
Jincheng,35.5004,112.83,China,CHN,760000
Cotonou,6.4,2.52,Benin,BEN,762000
Trabzon,40.98,39.72,Turkey,TUR,764714
Kananga,-5.89,22.4,Congo (Kinshasa),COD,765000
Trujillo,-8.12,-79.02,Peru,PER,765171
Quetta,30.22,67.025,Pakistan,PAK,768000
Fuxin,42.0105,121.66,China,CHN,770000
Shiyan,32.57,110.78,China,CHN,770000
Saarbrucken,49.2504,6.97,Germany,DEU,770001
Ilorin,8.49,4.55,Nigeria,NGA,771000
Fuyang,30.0533,119.9519,China,CHN,771000
Zamboanga,6.92,122.08,Philippines,PHL,773000
Hamhung,39.9101,127.5454,"Korea, North",PRK,773000
Cheongju,36.6439,127.5012,"Korea, South",KOR,775096
Wuppertal,51.25,7.17,Germany,DEU,776525
Mangalore,12.9,74.85,India,IND,776632
Shaoxing,30.0004,120.57,China,CHN,777000
Yichun,47.6999,128.9,China,CHN,777000
Campo Grande,-20.45,-54.6166,Brazil,BRA,778000
Al Hudaydah,14.7979,42.953,Yemen,YEM,780000
Islamabad,33.7,73.1666,Pakistan,PAK,780000
Antalya,36.89,30.7,Turkey,TUR,783000
Moradabad,28.8418,78.7568,India,IND,787000
Zaporizhzhya,47.8573,35.1768,Ukraine,UKR,788000
Malacca,2.2064,102.2465,Malaysia,MYS,788706
Jammu,32.7118,74.8467,India,IND,791000
Omaha,41.2634,-96.0453,United States,USA,792463
Chihuahua,28.645,-106.085,Mexico,MEX,793000
Liaoyang,41.28,123.18,China,CHN,794000
Yingkow,40.6703,122.28,China,CHN,795000
Bhiwandi,19.35,73.13,India,IND,795000
Oran,35.71,-0.62,Algeria,DZA,798000
McAllen,26.2203,-98.2457,United States,USA,798187
Pekanbaru,0.565,101.425,Indonesia,IDN,799000
Baoji,34.38,107.15,China,CHN,800000
Bordeaux,44.85,-0.595,France,FRA,803000
Lvov,49.835,24.03,Ukraine,UKR,803880
Malang,-7.98,112.61,Indonesia,IDN,805000
Aligarh,27.8922,78.0618,India,IND,805000
Qui Nhon,13.78,109.18,Vietnam,VNM,805290
Cuiaba,-15.5696,-56.085,Brazil,BRA,806000
Lingyuan,41.24,119.4011,China,CHN,806000
Valencia,39.485,-0.4,Spain,ESP,808000
Culiacan,24.83,-107.38,Mexico,MEX,809000
Zhaotang,27.3204,103.72,China,CHN,809000
Rajshahi,24.375,88.605,Bangladesh,BGD,810000
Langfang,39.5204,116.68,China,CHN,810000
Wuhu,31.3504,118.37,China,CHN,810000
Liverpool,53.416,-2.918,United Kingdom,GBR,811000
Arequipa,-16.42,-71.53,Peru,PER,815000
Cebu,10.32,123.9001,Philippines,PHL,815000
Xingyi,25.0904,104.89,China,CHN,816000
Jos,9.93,8.89,Nigeria,NGA,816824
Bareilly,28.3454,79.42,India,IND,817000
Butterworth,5.4171,100.4,Malaysia,MYS,821652
Agadir,30.44,-9.62,Morocco,MAR,825467
Nottingham,52.9703,-1.17,United Kingdom,GBR,825600
Yueyang,29.3801,113.1,China,CHN,826000
Jhansi,25.453,78.5575,India,IND,826494
Braga,41.555,-8.4213,Portugal,PRT,826833
Freetown,8.47,-13.2342,Sierra Leone,SLE,827000
Kota,25.18,75.835,India,IND,827000
Thessaloniki,40.6961,22.885,Greece,GRC,828000
Kermanshah,34.38,47.06,Iran,IRN,828313
Tucuman,-26.816,-65.2166,Argentina,ARG,830000
Basel,47.5804,7.59,Switzerland,CHE,830000
Warri,5.52,5.76,Nigeria,NGA,830106
Bangui,4.3666,18.5583,Central African Republic,CAF,831925
Linfen,36.0803,111.52,China,CHN,834000
Cuernavaca,18.9211,-99.24,Mexico,MEX,834001
